TaskId,ZoneId,Category,ReferenceRecordCount,Priority,Status,RequiredTool,Acceptance,Dependencies,Notes
"84fee9c5c87f4dffbde2d9b5c3b24ec5","cell_-3_0","Floor","7","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 7 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4330481d5627b04acb1b2980d6b3fd9a","cell_-3_0","InteractivePropCandidate","114","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 114 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a83e8903611109ea2fe5e6f56ef78aff","cell_-3_0","Landmark","7","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 7 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"2724857c420c11d203f967d87736522e","cell_-3_0","Road","4","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"415c6efdc7545b7b96135ea7ec00c6c3","cell_-3_0","RoadSign","21","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 21 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"c231cfff88680af522ebd29185bee55f","cell_-3_0","Roof","32","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 32 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"9befcfae9698f1c1609569711d9af822","cell_-3_0","SpawnMarker","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"dce5b7e03b7eea3e4d81be840a545919","cell_-3_0","StaticProp","13","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 13 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"52cc4cf62d3aab0baaa33c3e2d4a020c","cell_-3_0","UtilityPole","2","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"6621f470b88b6e8c38b97af0178baa93","cell_-3_0","Water","3","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d3b0999199607fb615b850d7301e3b03","cell_-3_0","Window","38","P2","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 38 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"db11f43a51dcfca6bcc8192fa9201f77","cell_-4_-1","StaticProp","5","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"cbbd94c23b3641bb1f9cae47f553e2ce","cell_-4_-1","UtilityPole","1","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4cab163025cd81844ac92572878aa2ed","cell_-4_-1","Wire","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"dcb42add331748ac44c713fc648fc4bb","cell_-4_-3","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"84be74673109c4d36f33cdde1383c422","cell_-4_-3","StaticProp","9","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 9 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"442888133df0729a6b1c777582652bf3","cell_-4_-3","VegetationGrass","1","P3","Open","Vegetation DCC/SpeedTree-equivalent manual authoring","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"34701b154d60eac9186a766b08f30b6a","cell_-4_0","ColliderOnly","6","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"3adf02517e3761a955c0bb93ddb1e479","cell_-4_0","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5171dffebb8d5351bd5cebf276bb7559","cell_-4_0","RoadSign","6","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"44f5ea128cd3d14fa3b6f5708a1bc23c","cell_-4_0","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"c2ea3e16e50f41a95a95b7021efef1d9","cell_-4_0","StaticProp","3","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a08d4896cb0c63ba44f7f12e076f23c6","cell_-4_1","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5b26cc5a2ee82776bc3c701089c69782","cell_-4_1","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"9439a9658d656533533449c316ce9d97","cell_-4_1","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"2ea71b406c3e510da2a6691e08eb93d5","cell_-4_1","StaticProp","6","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"443827f980f8c42bcb171ae691ef16ca","cell_0_-1","BuildingExterior","58","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 58 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fe6e1b38f07f124c9b0e96492a3e5d74","cell_0_-1","BuildingInterior","1","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"18578c39fdcdbb356851655e83d8da29","cell_0_-1","ColliderOnly","20","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 20 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a55f519a8936462b2d6143cc7a2463de","cell_0_-1","Door","3","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"1d3d38cce98afbe3e529a5c57351c555","cell_0_-1","Floor","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5d6f64c192d686bb9d9561f43290b900","cell_0_-1","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4a135fcf768c2074a4615aa303527af8","cell_0_-1","Window","2","P2","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"da72e4c9c005f20b06b4a4c72b94d827","cell_0_-4","BuildingExterior","18","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 18 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a20b9c0c5a80debac4604b89f89a6613","cell_0_-4","ColliderOnly","10","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 10 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fda4de68ea53450c2d120fc9cb553c49","cell_0_-4","SpawnMarker","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"1cdb46ef2888164e388a52ee320fa99a","cell_0_-5","BuildingExterior","1","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"6ffcb581fc68df3cf03ecf22680578da","cell_0_-5","ColliderOnly","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"38550a44eec40588e435dd21f2d297e7","cell_0_-5","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"45120e29eb5268e8bbf536a3c5adfd48","cell_0_-5","Road","2","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"466b13c4ea21ce42a6d01754ac41ce0d","cell_0_-5","RoadSign","8","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 8 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"e5f86a26a19e1659ba5efec51645d49f","cell_0_-5","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"622734cd45fb72c4724c85b4a8f54192","cell_0_-5","SpawnMarker","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7cc8eaa1a0b9a759da1caa6b4a0fe2e4","cell_0_-5","StaticProp","4","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"608d5daa881eb43ed76333314aff39bc","cell_0_0","BuildingExterior","1","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fba4d39d454883dab5739723986c3b3d","cell_0_0","ColliderOnly","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"9ed2564095fa2c9fd5be16269f18bbbe","cell_0_0","InteractivePropCandidate","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"52851eead126b6e42dd545370de3ce68","cell_0_0","Roof","1","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"08a7f27f89215bd65c7ce265405e0dd4","cell_0_0","StaticProp","3","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f016f3d79e54f9cfb882cfc05d51d5a1","cell_0_1","RoadSign","4","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"935799feebac74d19e7f881c6de146bb","cell_1_-3","StaticProp","2","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"62d86d6cbfc2b00e2a73213462d3302b","cell_1_-5","ColliderOnly","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"57d21d20e8704d5353979ae72d913feb","cell_1_-5","Door","4","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7893330c0b302f7074eafa2ae87dc8b9","cell_1_-5","InteractivePropCandidate","5","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a48b265f7e205d26cbabc2bb625db4b4","cell_1_-5","RoadSign","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"227c2c134becc20107f0e2d675e10a35","cell_1_-5","Roof","4","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"e2f63198fa8bd615b6a21bef3fc39661","cell_1_-5","StaticProp","8","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 8 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"c63bc3e03716983382b3e52ab50aeedd","cell_1_0","BuildingExterior","52","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 52 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a1b25f346c6f815e72bbeebf9b3dd620","cell_1_0","ColliderOnly","62","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 62 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"6f6dd6a5b2afa15066cbb9f7295e2368","cell_1_0","Door","3","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"e1dd87d9eae9b27ef4fcd97c378c0d71","cell_1_0","RoadSign","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"38b67230e1f39d8a6b4d06567327ef4f","cell_1_0","Roof","1","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d31d6d4a6d3dd95740d1fbef8109f8ae","cell_1_0","StaticProp","2","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"452a7ab451667e165f8ac34aba861e4b","cell_1_0","Window","2","P2","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7e8ccc0685a9ab27eeacf708bcfa9d69","cell_1_1","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"062ca951e40877c411b470f3621ab379","cell_1_1","Door","4","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"9e76a63d953364f0a00d4a17a97dbe40","cell_1_1","Roof","4","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"634c4ef0cb6258eaf15f03b07efbb463","cell_1_1","StaticProp","8","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 8 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7366791b2e3112377893eac4a381576c","cell_1_2","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"bb913c21c8a2251384cd83f1daf1beca","cell_1_2","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b6677f900e931a68314d4dfd6ab6f20f","cell_1_2","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7c2520b709ca01d68b40f421988d4567","cell_1_2","StaticProp","6","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"35c79591960becad16d78ea883a21df2","cell_2_-1","ColliderOnly","5","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b74f8a05fe5a8072c68e4505a5137af9","cell_2_-1","Door","1","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"3a14979cd32e2107b33791e166a2da5c","cell_2_-1","InteractivePropCandidate","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"6c5b4a064cc878eff49e942a986f9568","cell_2_-1","StaticProp","8","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 8 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d332d49a9af37df154455f2cfaeb6761","cell_2_-2","InteractivePropCandidate","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"91a42dc438922f01aba00b4f4f85121d","cell_2_-4","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d9700f8ae8ebd2204ba6e0142678c727","cell_2_-4","InteractivePropCandidate","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4fb9111adff01f908f294555d1363a37","cell_2_-4","Road","4","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"10f5165dbd5d5c3951cf4fc2a92439dd","cell_2_-4","RoadSign","15","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 15 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"0e9d884d8e27f0471b2fef9919dbd8d3","cell_2_-4","StaticProp","3","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"499a1ec6caf8c107594ef6be9769380f","cell_2_-5","Door","4","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"6c08977d2990e598554cf8b830c52069","cell_2_-5","Roof","4","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"1704aa339d9e3102811ec7400db85a18","cell_2_-5","StaticProp","4","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"59130ea2f9060b856bb05a4edbde3a0c","cell_3_-1","BuildingExterior","203","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 203 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"51674201f0939ff7358e887e2c4eff77","cell_3_-1","BuildingInterior","4","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7345f31c44dc6e579cefd5d2bf0195a6","cell_3_-1","ColliderOnly","79","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 79 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"57cc8f1e46b194f0fa0a84a9841c7e0d","cell_3_-1","Door","11","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 11 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"8ff3e066c6c8d736016e5a2a71786802","cell_3_-1","Floor","6","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ba461dcfbfad5967ac47f2a51db7e301","cell_3_-1","InteractivePropCandidate","16","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 16 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"dd8af1a208cfc178b94ae7af43f28b9a","cell_3_-1","Road","3","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"0035f73ecdd725eb258601a846c69486","cell_3_-1","RoadSign","27","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 27 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"c755c622a9e11c7f87ffaa2e5fd4cde3","cell_3_-1","Roof","10","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 10 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f2486dc3fb89d78610a02fa2b42ac5e5","cell_3_-1","SpawnMarker","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"cfa8c883f111ad7327d625be47722be6","cell_3_-1","StaticProp","57","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 57 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5de96b5e2e906fb7d7a17455c84a2577","cell_3_-1","UtilityPole","2","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ab06c7e27882f00821823e845549459b","cell_3_-1","Water","3","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a4b467846ac44e4b7a0e6d7c18f3774b","cell_3_-1","Window","7","P2","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 7 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"31a538cc1b11225b0e66aad7682605c1","cell_3_-2","ColliderOnly","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f8c6f10dfcbe480a0d42b47679633f75","cell_3_-2","SpawnMarker","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"1df06e3cdda84065fcac624976f9e84a","cell_3_-2","StaticProp","1","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"60266cb4cdffc153e8e88b9019bf2bdc","cell_3_-4","Bridge","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
